x,y,label 
4.42,85.84737994947425,1
4.43,88.07970506403106,1
4.44,85.72939467564053,1
4.45,87.48626378257904,1
4.46,89.80660549577972,1
4.47,90.40942387714999,1
4.48,88.41420702131303,1
4.49,91.19244380510142,1
4.5,92.6561807400446,1
4.51,89.48217573862712,1
4.52,94.280350129663,1
4.53,93.74470514923941,1
4.54,93.54939352733668,1
4.55,93.42185842438181,1
4.56,96.68857229125035,1
4.57,97.06407379678534,1
4.58,96.08096991659174,1
4.59,96.92358429480248,1
4.6,99.03900528727085,1
4.61,98.35497030632148,1
4.62,96.85961651204012,1
4.63,100.44043442880493,1
4.64,101.33367297192873,1
4.65,100.24454387501062,1
4.66,100.11166256052678,1
4.67,103.19626878583885,1
4.68,101.16494230111022,1
4.69,101.37838017281264,1
4.7,106.09466681900082,1
4.71,106.3453079609051,1
4.72,103.57492382089936,1
4.73,103.98241200337331,1
4.74,104.46348112596952,1
4.75,105.02799254667003,1
4.76,109.40244517987381,1
4.77,108.17983417171027,1
4.78,109.00898461621377,1
4.79,108.23739030364355,1
4.8,110.41117924652522,1
4.81,111.30300709682926,1
4.82,113.17402822467113,1
4.83,114.06366456107911,1
4.84,113.90732562969187,1
4.85,114.92625907957233,1
4.86,115.594559596792,1
4.87,113.60833618590917,1
4.88,114.74041042502371,1
4.89,115.9586365548533,1
4.9,117.72892402188768,1
4.91,120.64776488913418,1
4.92,118.96878470048378,1
4.93,118.6885250628443,1
4.94,121.19747266190238,1
4.95,119.83895064973797,1
4.96,121.05477275618252,1
4.97,120.8171615538289,1
4.98,124.71033591792988,1
4.99,126.24290107063734,1
5.0,122.74564257672989,1
